april,1:0,3,14,25,32,52,55,76,90,112,127,147,159,172,194,211,230,288,297,310,317,322,327,333,341,345,359,371,384,397,405,412,423,426,428,431,437,443,452,458,463,468,475,480,487,494,499,505,511,516,521,526,531,539,544,555,562,566,573,581,586,591,596,601,607,615,621,629,636,642,647,652,657,663,668,673,678,683,689,693,699,706,713,719,725,731,736,743,750,756,760,765,780,785,793,798,803,808,830,835,840,847,852,857,863,868,875,882,888,893,903,908,913,919,929,934,944,952,963,968,986,999,1011,1017,1023,1029,1035,1041,1050,1074,1080,1164,1183,1199,1217,1227,1238,1250,1265,1268,1275,1281,1288,1296,1306,1314,1322,1333,1347,1360,1371,1388,1394,1404,1419,1427,1434,1444,1450,1467,1478,1481,1506,1520,1540,1548,1555,1567,1578,1591,1608,1620,1636,1652,1660,1668,1687,1694,1701,1708,1721,1734,1744,1753,1778,1786,1794,1804,1817,1825,1837,1845,1855,1872,1882,1904,1912,1929,1931,1941,1948,1957,1968,1976,1997,2007,2020,2030,2040,2056,2064,2076,2121,2129,2134,2144,2157,2161,2164,2175,2177,2187,2195,2199,2205,2211,2219,2225,2232
monththisyear,1:1;2:1
present,1:1814,1921
1970,1:1819
observed,1:1822
1533,1:1827
declares,1:1830;2:1052,1169
catherine,1:1834,2015
aragon,1:1835
married,1:1836
1916,1:1839
rising,1:1841
occurs,1:1842,1917
dublin,1:1843
ireland,1:1844
1990,1:1847;2:829
hubble,1:1848
telescope,1:1850
launched,1:1851
shuttle,1:1853
battle,1:1861
gallipoli,1:1862
french,1:1865;2:956
british,1:1866
1974,1:1874;2:936
dictatorship,1:1876
overthrown,1:1877
coup,1:1878;2:1102
known,1:1879
carnation,1:1880
revolution,1:1881;2:957
1937,1:1884
spanish,1:1885
german,1:1888
planes,1:1889
bomb,1:1890;2:900,923
town,1:1891
guernica,1:1892
basque,1:1893,1897
autonomous,1:1895
community,1:1896
depicted,1:1900
pablo,1:1902
picasso,1:1903
1964,1:1906
tanganyika,1:1907
zanzibar,1:1908
merge,1:1909
form,1:1910
1986,1:1914
reactor,1:1915
explosion,1:1916
chernobyl,1:1918
nuclear,1:1919
plant,1:1920
ukraine,1:1923;2:600,1159
radiation,1:1924
spreading,1:1925
holds,1:1937
free,1:1939
elections,1:1940
pacific,1:1963,1991
ocean,1:1964,1992
lead,1:1965
fletcher,1:1966
christian,1:1967
benito,1:1971
mussolini,1:1972
executed,1:1973
italian,1:1974
partisans,1:1975
1947,1:1978;2:1008
peru,1:1979
thor,1:1980
heyerdahl,1:1981
kon,1:1983
tiki,1:1984
expedition,1:1985
aimed,1:1986
proving,1:1987
polynesia,1:1989
settlers,1:1990
came,1:1994
1991,1:1999;2:1100,1131,1158,1188,1251
cyclone,1:2000
bangladesh,1:2001
estimated,1:2003
138,1:2004
000,1:2005
2011,1:2009
wedding,1:2010
prince,1:2011
duke,1:2013,2209
cambridge,1:2014,2017
duchess,1:2016
broadcast,1:2018
worldwide,1:2019;2:1044
1803,1:2032
purchases,1:2035
buys,1:2036
louisiana,1:2037;2:1226
adolf,1:2043
hitler,1:2044
commits,1:2045
suicide,1:2046
raises,1:2051
red,1:2052
berlin,1:2054;2:988,1073
reichstag,1:2055
1952,1:2058
diary,1:2059;2:815
anne,1:2060;2:810,854
frank,1:2061;2:811,855
published,1:2062
english,1:2063,2138,2142,2185;2:1275
1975,1:2066
vietnam,1:2067,2071
ese,1:2072
take,1:2074
saigon,1:2075
abdicates,1:2082,2091
daughter,1:2084
beatrix,1:2087,2089
2013,1:2093
favor,1:2094
son,1:2095
trivia,1:2100;2:1270
elizabeth,1:2102,2114,2213
greets,1:2104
nasa,1:2105
gsfc,1:2106
employees,1:2107
2007,1:2110
edit,1:2111;3:32,33,70
six,1:2116,2190
current,1:2117,2191
monarch,1:2119,2193
born,1:2120,2194
bigger,1:2125
likelihood,1:2126
falling,1:2128
than,1:2130;3:128
letter,1:2141
three,1:2146
row,1:2148
along,1:2149;2:1281
female,1:2152
given,1:2153;2:1279
astrological,1:2155;2:1316
signs,1:2156;2:1317
aries,1:2158
taurus,1:2163
traditional,1:2172;2:795
birth,1:2173
arranged,1:2181
alphabet,1:2182
ical,1:2183
order,1:2184
philippe,1:2197
belgium,1:2198
henri,1:2207
luxembourg,1:2210
commonwealth,1:2217
realm,1:2218
references,1:2234;2:1329
august,2:0,3,26,48,66,91,124,137,141,156,160,185,186,194,213,229,249,262,283,300,316,318,324,330,341,349,359,365,372,378,384,391,397,403,409,416,422,428,435,443,449,454,460,466,473,481,487,494,500,507,513,520,526,532,538,544,550,556,563,569,575,582,588,595,601,607,613,619,626,633,639,645,651,657,663,691,711,717,719,733,739,755,771,788,791,799,806,816,826,833,843,850,860,870,878,889,895,903,910,918,926,933,948,958,967,974,983,991,1002,1004,1019,1027,1034,1047,1055,1062,1075,1084,1090,1097,1101,1109,1120,1128,1137,1145,1155,1164,1172,1185,1194,1216,1229,1240,1248,1255,1271,1283,1295,1304,1307,1310,1318,1322,1325
aug,2:4
8th,2:5
gregorian,2:8
coming,2:10
number,2:16
named,2:21,67,125,1287,1292,1296
augustus,2:24,58,63,126,1080,1088,1297
caesar,2:25,64,127,147,1294
doesn,2:27;3:80
begin,2:28
any,2:32;3:165
hw,2:57
120px,2:60
whom,2:65
called,2:70,822
sextilis,2:71
because,2:73,145
sixth,2:74
735,2:83
romulus,2:85,87
remus,2:86
eighth,2:89,92
added,2:96,148
numa,2:100
pompilius,2:101
700,2:102
those,2:104
moved,2:107
beginning,2:109,122,692,962
decemvirs,2:111
450,2:112
writers,2:115
disagree,2:116
153,2:117
